time,kph,mps,a,delta_x,x,slope,tractionForce,rollingResist,gradeResist,airBrk,approxTf
0.0,70,19.444444444444443,-0.72,19.084444444444443,0,0,-0.6596241251688982,-0.008285796272411706,-0.0,-0.05209007855869008,0
1.0,67.408,18.724444444444444,-0.72,18.364444444444445,19.084444444444443,0,-0.6849882619544101,-0.00809778141772555,-0.0,-0.026913956627864333,0
2.0,64.816,18.004444444444445,-0.72,17.644444444444446,37.44888888888889,0,-0.7120889630672271,-0.007911036932772841,-0.0,0,0
3.0,62.22400000000001,17.284444444444446,-0.72,16.924444444444447,55.093333333333334,0,-0.7122744371824464,-0.007725562817553582,-0.0,0,0
4.0,59.63200000000001,16.564444444444447,-0.72,16.204444444444448,72.01777777777778,0,-0.7124586409279322,-0.0075413590720677685,-0.0,0,0
5.0,57.040000000000006,15.844444444444447,-0.72,15.484444444444447,88.22222222222223,0,-0.7126415743036846,-0.007358425696315404,-0.0,0,0
6.0,54.44800000000001,15.124444444444446,-0.72,14.764444444444447,103.70666666666668,0,-0.7128232373097035,-0.007176762690296488,-0.0,0,0
7.0,51.856,14.404444444444445,-0.72,14.044444444444446,118.47111111111113,0,-0.713003629945989,-0.006996370054011019,-0.0,0,0
8.0,49.264,13.684444444444445,-0.72,13.324444444444445,132.51555555555558,0,-0.713182752212541,-0.0068172477874589976,-0.0,0,0
9.0,46.672,12.964444444444444,-0.72,12.604444444444445,145.84000000000003,0,-0.7133606041093595,-0.006639395890640425,-0.0,0,0
10.0,44.08,12.244444444444444,-0.72,11.884444444444444,158.44444444444449,0,-0.7135371856364446,-0.006462814363555301,-0.0,0,0
11.0,41.48799999999999,11.524444444444443,-0.72,11.164444444444444,170.32888888888894,0,-0.7137124967937963,-0.0062875032062036235,-0.0,0,0
12.0,38.895999999999994,10.804444444444442,-0.72,10.444444444444443,181.4933333333334,0,-0.7138865375814146,-0.006113462418585395,-0.0,0,0
13.0,36.30399999999999,10.084444444444442,-0.72,9.724444444444442,191.93777777777785,0,-0.7140593079992994,-0.005940692000700613,-0.0,0,0
14.0,33.71199999999999,9.364444444444441,-0.72,9.004444444444442,201.66222222222228,0,-0.7142308080474506,-0.00576919195254928,-0.0,0,0
15.0,31.119999999999987,8.64444444444444,-0.72,8.284444444444441,210.6666666666667,0,-0.7144010377258686,-0.005598962274131396,-0.0,0,0
16.0,28.527999999999988,7.924444444444441,-0.72,7.56444444444444,218.95111111111115,0,-0.714569997034553,-0.005430002965446959,-0.0,0,0
17.0,25.93599999999999,7.204444444444441,-0.72,6.844444444444441,226.51555555555558,0,-0.714737685973504,-0.005262314026495971,-0.0,0,0
18.0,23.343999999999987,6.484444444444441,-0.72,6.124444444444441,233.36,0,-0.7149041045427216,-0.005095895457278429,-0.0,0,0
19.0,20.75199999999999,5.764444444444441,-0.72,5.404444444444441,239.48444444444445,0,-0.7150692527422057,-0.004930747257794337,-0.0,0,0
20.0,18.15999999999999,5.044444444444442,-0.72,4.684444444444441,244.88888888888889,0,-0.7152331305719563,-0.004766869428043692,-0.0,0,0
21.0,15.56799999999999,4.324444444444442,-0.72,3.964444444444442,249.57333333333332,0,-0.7153957380319734,-0.004604261968026495,-0.0,0,0
22.0,12.975999999999992,3.604444444444442,-0.72,3.2444444444444422,253.53777777777776,0,-0.7155570751222572,-0.0044429248777427465,-0.0,0,0
23.0,10.383999999999993,2.8844444444444424,-0.72,2.5244444444444425,256.78222222222223,0,-0.7157171418428075,-0.004282858157192445,-0.0,0,0
24.0,7.791999999999994,2.1644444444444426,-0.72,1.8044444444444427,259.3066666666667,0,-0.7158759381936244,-0.004124061806375593,-0.0,0,0
25.0,5.199999999999994,1.4444444444444426,-0.72,1.0844444444444425,261.11111111111114,0,-0.7160334641747078,-0.003966535825292188,-0.0,0,0
26.0,2.607999999999994,0.7244444444444427,-0.72,0.3644444444444427,262.1955555555556,0,-0.7161897197860577,-0.0038102802139422308,-0.0,0,0
27.0,0.01599999999999371,0.004444444444442697,-0.72,1.3717421124817744e-05,262.56,0,-0.7163447050276742,-0.003655294972325722,-0.0,0,0
28.0,0.0,0,-0.72,0.0,262.5600137174211,0,-0.7163456577815993,-0.003654342218400688,-0.0,0,0
